customer_unique_id,CLTV,Customer_Health_Index,Dynamic_Risk_Score,Customer_Persona,Next_Best_Action,Customer_Influence_Score,Strategic_Value_Score,Retention_Priority_Score,Lifecycle_Stage,Recommended_Campaign,Retention_Campaign
801399addd718c22e03ee71586df3b19,49.99,25.95,74.05,Inactive Customer,Win-Back Campaign,13.16,18.28,74.05,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8013deb00b5333bc668f40e6018292aa,118.75,8.14,91.86,At Risk Customer,Urgent Retention Campaign,4.51,5.96,91.86,Churn Risk Stage,Retention Campaign,Special Discount Offer
8014cdebdf7b749980a8efcd969f17a2,0.0,18.68,81.32,At Risk Customer,Urgent Retention Campaign,9.34,13.08,81.32,Churn Risk Stage,Retention Campaign,Special Discount Offer
801512ead4c9cbc98ecd208f45c975ec,0.0,26.7,73.3,Inactive Customer,Win-Back Campaign,13.35,18.69,73.3,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80172250f4b01859c09d7308e3090a5f,28.18,13.6,86.4,At Risk Customer,Urgent Retention Campaign,6.9,9.58,86.4,Churn Risk Stage,Retention Campaign,Special Discount Offer
8019161d968202cb7b31ee5b1d803640,139.9,29.14,70.86,VIP Customer,VIP Loyalty Benefits,15.09,20.71,70.86,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
801b0d06f80f85c5b7da52b025bf90e9,49.0,26.26,73.74,Inactive Customer,Win-Back Campaign,13.31,18.49,73.74,Churn Risk Stage,Win Back Campaign,Special Discount Offer
801c34a3c4c4aab02fc0024fed586a70,129.0,24.26,75.74,Inactive Customer,Win-Back Campaign,12.61,17.27,75.74,Churn Risk Stage,Win Back Campaign,Special Discount Offer
801c6422b91c506e363cbd4f3fb24099,69.9,14.39,85.61,At Risk Customer,Urgent Retention Campaign,7.46,10.23,85.61,Churn Risk Stage,Retention Campaign,Special Discount Offer
801d8cb0dfd3a8000f08987e46890a84,61.9,24.2,75.8,Inactive Customer,Win-Back Campaign,12.33,17.08,75.8,Churn Risk Stage,Win Back Campaign,Special Discount Offer
801df057e3b5edd086fb9d1410385c6c,117.9,26.26,73.74,Inactive Customer,Win-Back Campaign,13.57,18.65,73.74,Churn Risk Stage,Win Back Campaign,Special Discount Offer
801f745b604d8deff64078eb05583a98,499.9,18.39,81.61,VIP Customer,VIP Loyalty Benefits,11.05,13.99,81.61,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
801f934599ea892467bf98b9ecf78a84,25.0,9.3,90.7,At Risk Customer,Urgent Retention Campaign,4.74,6.56,90.7,Churn Risk Stage,Retention Campaign,Special Discount Offer
8020122f905630db7791d7f176b7982e,69.99,29.86,70.14,Inactive Customer,Win-Back Campaign,15.19,21.06,70.14,Churn Risk Stage,Win Back Campaign,Special Discount Offer
802048ee1cd2b9279ac0b5e88dd7f1f0,99.8,18.67,81.33,At Risk Customer,Urgent Retention Campaign,9.71,13.29,81.33,Churn Risk Stage,Retention Campaign,Special Discount Offer
8021302579cee7312c300290e35d490e,34.9,29.13,70.87,Inactive Customer,Win-Back Campaign,14.69,20.47,70.87,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8022c80273671be26b6ba3f15e194e8a,60.0,22.55,77.45,Inactive Customer,Win-Back Campaign,11.5,15.92,77.45,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8024c342feedd9019699fe97a45f987b,23.89,7.95,92.05,At Risk Customer,Urgent Retention Campaign,4.06,5.62,92.05,Churn Risk Stage,Retention Campaign,Special Discount Offer
80275de537b6a389930536433e8baed3,0.0,22.51,77.49,Inactive Customer,Win-Back Campaign,11.26,15.76,77.49,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8028fbabf6123c13297c82f4393a4724,599.99,25.99,74.01,VIP Customer,VIP Loyalty Benefits,15.23,19.53,74.01,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80294c7384b80db0aefe5f6bb1478dc4,117.8,29.26,70.74,Inactive Customer,Win-Back Campaign,15.07,20.75,70.74,Churn Risk Stage,Win Back Campaign,Special Discount Offer
802ccb3100c72b81af2cb05d3be3ec41,99.96,29.28,70.72,Inactive Customer,Win-Back Campaign,15.01,20.72,70.72,Churn Risk Stage,Win Back Campaign,Special Discount Offer
802db3e74bb4dba7b8db1cd6957a59b6,199.9,26.43,73.57,VIP Customer,VIP Loyalty Benefits,13.96,18.95,73.57,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
802fc620c605578d990d6adee0138983,0.0,13.04,86.96,At Risk Customer,Urgent Retention Campaign,6.52,9.13,86.96,Churn Risk Stage,Retention Campaign,Special Discount Offer
80306ad48106ea04b344807c50fec01d,32.9,9.93,90.07,At Risk Customer,Urgent Retention Campaign,5.09,7.03,90.07,Churn Risk Stage,Retention Campaign,Special Discount Offer
80309c345159c6d95a16fccf3ee25f60,37.99,27.58,72.42,Inactive Customer,Win-Back Campaign,13.93,19.39,72.42,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8033b326df991ace634ac72bd3a02fb5,5.9,10.0,90.0,At Risk Customer,Urgent Retention Campaign,5.02,7.01,90.0,Churn Risk Stage,Retention Campaign,Special Discount Offer
8033f408bcb75134075db3eb60b49937,198.0,17.94,82.06,VIP Customer,VIP Loyalty Benefits,9.71,13.0,82.06,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
803461347ee3462973945864b85228dd,356.0,10.88,89.12,VIP Customer,VIP Loyalty Benefits,6.76,8.41,89.12,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80356b964d3d434b3174469b3478b324,19.9,16.12,83.88,At Risk Customer,Urgent Retention Campaign,8.13,11.33,83.88,Churn Risk Stage,Retention Campaign,Special Discount Offer
8035f35da5c61b85b0554ae1b0817603,92.34,25.81,74.19,Inactive Customer,Win-Back Campaign,13.25,18.27,74.19,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80365151d69c6b8b954011e8393ba767,0.0,17.39,82.61,At Risk Customer,Urgent Retention Campaign,8.7,12.18,82.61,Churn Risk Stage,Retention Campaign,Special Discount Offer
8037f9afee889e6091a3bd0d0a0af778,149.99,23.51,76.49,VIP Customer,VIP Loyalty Benefits,12.31,16.79,76.49,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
803870cd14f6b6016ba7b99990aaa9f0,279.0,14.85,85.15,VIP Customer,VIP Loyalty Benefits,8.46,11.02,85.15,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
803911f2e60553ddd6c785a6bfa4460f,27.0,23.12,76.88,Inactive Customer,Win-Back Campaign,11.66,16.24,76.88,Churn Risk Stage,Win Back Campaign,Special Discount Offer
803b4fc75d3fe8c5dbed83f50b3fbd8c,98.9,20.8,79.2,Inactive Customer,Win-Back Campaign,10.77,14.78,79.2,Churn Risk Stage,Win Back Campaign,Special Discount Offer
803c7901a46efc90aec32e744c008b4a,0.0,29.03,70.97,Inactive Customer,Win-Back Campaign,14.52,20.32,70.97,Churn Risk Stage,Win Back Campaign,Special Discount Offer
803c79929e84a92a233e3a619b021e3f,369.0,12.4,87.6,VIP Customer,VIP Loyalty Benefits,7.57,9.5,87.6,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
803c9b252709beca97a308a9197371ff,0.0,23.96,76.04,Inactive Customer,Win-Back Campaign,11.98,16.77,76.04,Churn Risk Stage,Win Back Campaign,Special Discount Offer
803cf2051fccfd1c128910329ecc6968,138.0,24.32,75.68,Inactive Customer,Win-Back Campaign,12.67,17.33,75.68,Churn Risk Stage,Win Back Campaign,Special Discount Offer
803ef4dfb95c9440f4e7809eefb90f5a,0.0,29.13,70.87,Inactive Customer,Win-Back Campaign,14.56,20.39,70.87,Churn Risk Stage,Win Back Campaign,Special Discount Offer
803f32a3dc54fccf006d57d5f2df9b2b,36.9,26.03,73.97,Inactive Customer,Win-Back Campaign,13.15,18.3,73.97,Churn Risk Stage,Win Back Campaign,Special Discount Offer
804066f58bd2fee2a3ed13a6216c47f3,0.0,25.98,74.02,Inactive Customer,Win-Back Campaign,12.99,18.19,74.02,Churn Risk Stage,Win Back Campaign,Special Discount Offer
804099e1ffeda3c487d531fbb3e65430,39.9,23.24,76.76,Inactive Customer,Win-Back Campaign,11.77,16.36,76.76,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8040b6b69f77f454c1969f6f687edce6,0.0,16.3,83.7,At Risk Customer,Urgent Retention Campaign,8.15,11.41,83.7,Churn Risk Stage,Retention Campaign,Special Discount Offer
8043a0586ae1fa4333b323923dcee8b1,139.0,21.32,78.68,VIP Customer,VIP Loyalty Benefits,11.18,15.24,78.68,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80455d82f750744181b44ef9d9a0eb3a,35.9,25.67,74.33,Inactive Customer,Win-Back Campaign,12.97,18.05,74.33,Churn Risk Stage,Win Back Campaign,Special Discount Offer
804703c62c1990158913e1a51535f0e2,44.98,27.59,72.41,Inactive Customer,Win-Back Campaign,13.96,19.41,72.41,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8048c176aa547c96779b8b0c4b00dfd5,79.9,28.22,71.78,Inactive Customer,Win-Back Campaign,14.41,19.93,71.78,Churn Risk Stage,Win Back Campaign,Special Discount Offer
804a9029cb64df6f7fafb8c1280401f0,23.7,29.12,70.88,Inactive Customer,Win-Back Campaign,14.65,20.44,70.88,Churn Risk Stage,Win Back Campaign,Special Discount Offer
804d68cab16d3e1422774ecb9b737bb7,199.89,28.35,71.65,VIP Customer,VIP Loyalty Benefits,14.92,20.29,71.65,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
804e8e7cd838a3024fd3dc5fbc65e8d7,567.0,22.52,77.48,VIP Customer,VIP Loyalty Benefits,13.37,17.03,77.48,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
804eb66464db178ab95f5f4ced1f4a9a,129.9,23.38,76.62,Inactive Customer,Win-Back Campaign,12.17,16.65,76.62,Churn Risk Stage,Win Back Campaign,Special Discount Offer
804f67315cabb9737efa7e3a046f4fd1,119.8,27.14,72.86,Inactive Customer,Win-Back Campaign,14.02,19.27,72.86,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80503641928bd2023560dde45d5ebe2f,18.98,26.16,73.84,Inactive Customer,Win-Back Campaign,13.15,18.35,73.84,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8051546e4730145100f73eb919000a81,159.99,20.68,79.32,VIP Customer,VIP Loyalty Benefits,10.94,14.84,79.32,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80529a00ddbcecac077c8991a832ad88,46.9,24.65,75.35,Inactive Customer,Win-Back Campaign,12.5,17.36,75.35,Churn Risk Stage,Win Back Campaign,Special Discount Offer
805363c3cdfb04fca106609664537903,19.9,23.06,76.94,Inactive Customer,Win-Back Campaign,11.6,16.18,76.94,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80543d51bd76d8443bff38efce036be3,64.9,20.17,79.83,Inactive Customer,Win-Back Campaign,10.33,14.27,79.83,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8056ad5fa2f60432765758ccd7f037d4,109.99,8.13,91.87,At Risk Customer,Urgent Retention Campaign,4.47,5.93,91.87,Churn Risk Stage,Retention Campaign,Special Discount Offer
8056b915d8768eaf54c7f2da7d94687d,41.0,24.33,75.67,Inactive Customer,Win-Back Campaign,12.32,17.12,75.67,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8057782b9fe4e1c8f53e7f0c3a052c92,119.9,26.83,73.17,Inactive Customer,Win-Back Campaign,13.86,19.05,73.17,Churn Risk Stage,Win Back Campaign,Special Discount Offer
805c11244586d62aab4a8fc28531140d,0.0,26.18,73.82,Inactive Customer,Win-Back Campaign,13.09,18.33,73.82,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80604e2cd0b31d1de0cbc26ae6ec78b3,69.9,28.72,71.28,Inactive Customer,Win-Back Campaign,14.62,20.26,71.28,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8060b739d5352b0c9f28cf8ddeb3317d,29.9,27.52,72.48,Inactive Customer,Win-Back Campaign,13.87,19.33,72.48,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80619f2cf1031b5d585332d88443477b,40.8,28.42,71.58,Inactive Customer,Win-Back Campaign,14.36,19.98,71.58,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8061b08b1b77bd573f0481be1a5fc936,311.0,10.45,89.55,VIP Customer,VIP Loyalty Benefits,6.38,8.01,89.55,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
8066741f85db0d4fd39d0e085f9db5ef,0.0,14.13,85.87,At Risk Customer,Urgent Retention Campaign,7.06,9.89,85.87,Churn Risk Stage,Retention Campaign,Special Discount Offer
806a1f4ce8de6389c05454a1e4139c0d,49.9,28.9,71.1,Inactive Customer,Win-Back Campaign,14.64,20.34,71.1,Churn Risk Stage,Win Back Campaign,Special Discount Offer
806d474e9a918d1a61035282331b47ba,0.0,24.32,75.68,Inactive Customer,Win-Back Campaign,12.16,17.02,75.68,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8070421f2403a1c13d1b4f38e4a76914,68.99,29.13,70.87,Inactive Customer,Win-Back Campaign,14.82,20.54,70.87,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8070c6ae2ed8b9f41c812cc31be08ad5,37.5,20.55,79.45,Inactive Customer,Win-Back Campaign,10.41,14.47,79.45,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80721bef26b8e127ac080a297b683707,13.65,27.5,72.5,Inactive Customer,Win-Back Campaign,13.8,19.28,72.5,Churn Risk Stage,Win Back Campaign,Special Discount Offer
807241193998f88941b5e369c762b9b7,133.2,22.76,77.24,Inactive Customer,Win-Back Campaign,11.88,16.23,77.24,Churn Risk Stage,Win Back Campaign,Special Discount Offer
807296d62da788dec65e395496233222,16.5,27.45,72.55,Inactive Customer,Win-Back Campaign,13.79,19.25,72.55,Churn Risk Stage,Win Back Campaign,Special Discount Offer
8072f84e99d0b4222e3af8eaae114331,277.0,25.2,74.8,VIP Customer,VIP Loyalty Benefits,13.63,18.26,74.8,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80733f44df69df7dd5ebcea62371a9b4,24.5,24.1,75.9,Inactive Customer,Win-Back Campaign,12.14,16.92,75.9,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80751f3256e9ecc03c4556904f6d72c8,69.99,18.42,81.58,At Risk Customer,Urgent Retention Campaign,9.47,13.05,81.58,Churn Risk Stage,Retention Campaign,Special Discount Offer
807537a0c950f378a41b502ffa23b38e,570.9,15.39,84.61,VIP Customer,VIP Loyalty Benefits,9.82,12.05,84.61,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
8075ac5dac32f3ca8ee418af1ad45c0d,0.0,20.96,79.04,Inactive Customer,Win-Back Campaign,10.48,14.67,79.04,Churn Risk Stage,Win Back Campaign,Special Discount Offer
807887d52e9a01be4bf37a880ab71ab3,59.98,23.84,76.16,Inactive Customer,Win-Back Campaign,12.14,16.82,76.16,Churn Risk Stage,Win Back Campaign,Special Discount Offer
807ab49bc4a433c60d396c7074359889,139.9,23.96,76.04,VIP Customer,VIP Loyalty Benefits,12.5,17.08,76.04,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
807c0ac284bee9b2f6dd25c571158821,17.99,17.47,82.53,At Risk Customer,Urgent Retention Campaign,8.8,12.27,82.53,Churn Risk Stage,Retention Campaign,Special Discount Offer
80807245cb806af52a60c9d997bc8a0c,0.0,18.58,81.42,At Risk Customer,Urgent Retention Campaign,9.29,13.01,81.42,Churn Risk Stage,Retention Campaign,Special Discount Offer
80809399ddf63e5dd4f0a7b9f488986e,225.0,29.26,70.74,VIP Customer,VIP Loyalty Benefits,15.47,20.99,70.74,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
8082996e039c772b71d8df530f5fea4f,0.0,14.33,85.67,At Risk Customer,Urgent Retention Campaign,7.16,10.03,85.67,Churn Risk Stage,Retention Campaign,Special Discount Offer
8082e09a521725ceb983305a0f6245d4,349.9,19.36,80.64,VIP Customer,VIP Loyalty Benefits,10.98,14.33,80.64,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80846d571262926feb13147a5965a9ba,34.9,6.42,93.58,At Risk Customer,Urgent Retention Campaign,3.34,4.57,93.58,Churn Risk Stage,Retention Campaign,Special Discount Offer
8084d1fef49a370aef555ce46d442f8d,0.0,25.3,74.7,Inactive Customer,Win-Back Campaign,12.65,17.71,74.7,Churn Risk Stage,Win Back Campaign,Special Discount Offer
808942bbefc6f873eddfc7821ef89a6a,58.0,26.32,73.68,Inactive Customer,Win-Back Campaign,13.38,18.56,73.68,Churn Risk Stage,Win Back Campaign,Special Discount Offer
808a74ffa0381f16a4a15cc3ee7007f7,47.5,24.44,75.56,Inactive Customer,Win-Back Campaign,12.4,17.22,75.56,Churn Risk Stage,Win Back Campaign,Special Discount Offer
809066fe287041e342b6306ac985efa3,54.6,19.75,80.25,At Risk Customer,Urgent Retention Campaign,10.08,13.95,80.25,Churn Risk Stage,Retention Campaign,Special Discount Offer
809123b7426128f66b2549071a4c72d1,209.99,28.05,71.95,VIP Customer,VIP Loyalty Benefits,14.81,20.11,71.95,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80918c373706530b087468cd92a75df0,134.55,22.09,77.91,Inactive Customer,Win-Back Campaign,11.55,15.77,77.91,Churn Risk Stage,Win Back Campaign,Special Discount Offer
809315a1949aaa03742fd32f417e05ca,134.9,14.48,85.52,At Risk Customer,Urgent Retention Campaign,7.74,10.44,85.52,Churn Risk Stage,Retention Campaign,Special Discount Offer
8094028cc1d2fb8265b6ce3c2a9b81ad,399.76,12.7,87.3,VIP Customer,VIP Loyalty Benefits,7.84,9.78,87.3,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
809713ce2924f25856c1365f9d13c9c2,0.0,16.35,83.65,At Risk Customer,Urgent Retention Campaign,8.18,11.45,83.65,Churn Risk Stage,Retention Campaign,Special Discount Offer
809813761ed3f1f82a8ab5e4e216fa41,49.0,11.4,88.6,At Risk Customer,Urgent Retention Campaign,5.88,8.09,88.6,Churn Risk Stage,Retention Campaign,Special Discount Offer
809988e0e5fdc4bf04b87fbfdeb9d249,10.9,17.04,82.96,At Risk Customer,Urgent Retention Campaign,8.56,11.95,82.96,Churn Risk Stage,Retention Campaign,Special Discount Offer
809ac5e18d30e2eceb249483c7454d15,248.0,15.63,84.37,VIP Customer,VIP Loyalty Benefits,8.74,11.5,84.37,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
809adb502519214e947262caf27dc973,39.98,17.81,82.19,At Risk Customer,Urgent Retention Campaign,9.05,12.55,82.19,Churn Risk Stage,Retention Campaign,Special Discount Offer
809ca96e9696b9be5f69cd7ae803049d,4.5,13.72,86.28,At Risk Customer,Urgent Retention Campaign,6.88,9.62,86.28,Churn Risk Stage,Retention Campaign,Special Discount Offer
809cae6799909f9cd7c3e7cf6dea2193,0.0,27.17,72.83,Inactive Customer,Win-Back Campaign,13.58,19.02,72.83,Churn Risk Stage,Win Back Campaign,Special Discount Offer
809ce1ac1085b68cba28dcc31e08ac22,0.0,22.3,77.7,Inactive Customer,Win-Back Campaign,11.15,15.61,77.7,Churn Risk Stage,Win Back Campaign,Special Discount Offer
809d6dfb4365b8dd803181325337e741,0.0,11.12,88.88,At Risk Customer,Urgent Retention Campaign,5.56,7.78,88.88,Churn Risk Stage,Retention Campaign,Special Discount Offer
809ea1c56f165109936fe5c51003fbfb,99.9,20.02,79.98,Inactive Customer,Win-Back Campaign,10.38,14.24,79.98,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80a3373f8079a7a03908b2ad366b16ba,139.9,15.84,84.16,VIP Customer,VIP Loyalty Benefits,8.44,11.4,84.16,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80a4b25c05a87abc564db6b8bafd47ab,69.9,18.01,81.99,At Risk Customer,Urgent Retention Campaign,9.27,12.77,81.99,Churn Risk Stage,Retention Campaign,Special Discount Offer
80a50af51d391652a47c16d0ebd51fbc,0.0,13.09,86.91,At Risk Customer,Urgent Retention Campaign,6.54,9.16,86.91,Churn Risk Stage,Retention Campaign,Special Discount Offer
80a79cc2204c8706b2bc91c61e067079,0.0,10.3,89.7,At Risk Customer,Urgent Retention Campaign,5.15,7.21,89.7,Churn Risk Stage,Retention Campaign,Special Discount Offer
80a9d13e96577f2660a741833c1d0e6b,259.98,20.41,79.59,VIP Customer,VIP Loyalty Benefits,11.17,14.87,79.59,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80a9ebff0681d43429de9f2763de9c36,49.9,29.31,70.69,Inactive Customer,Win-Back Campaign,14.84,20.63,70.69,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80aa16f20352ba2178f28a2454796061,89.99,21.61,78.39,Inactive Customer,Win-Back Campaign,11.14,15.33,78.39,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80aaadac7773e596a55acf3a7518530e,0.0,28.72,71.28,Inactive Customer,Win-Back Campaign,14.36,20.1,71.28,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80aac3f3538c44e6c724c5d6faad48ea,129.8,24.51,75.49,Inactive Customer,Win-Back Campaign,12.74,17.45,75.49,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80ad7fcda0fb0e9972f664b5234b2085,31.9,29.44,70.56,Inactive Customer,Win-Back Campaign,14.84,20.68,70.56,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80b08a8c27a1040245ac55ed0fa0429a,113.9,23.2,76.8,Inactive Customer,Win-Back Campaign,12.02,16.49,76.8,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80b38dcb7c9c1ddf4996db4f3cf1782b,55.9,21.4,78.6,Inactive Customer,Win-Back Campaign,10.91,15.11,78.6,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80b47854804624b05010c421342b755d,21.5,19.64,80.36,At Risk Customer,Urgent Retention Campaign,9.9,13.8,80.36,Churn Risk Stage,Retention Campaign,Special Discount Offer
80b5c70d20058c553d662a56cbff22e5,98.0,23.33,76.67,Inactive Customer,Win-Back Campaign,12.03,16.55,76.67,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80b6a368bb78dea2539249804957a779,89.99,18.97,81.03,At Risk Customer,Urgent Retention Campaign,9.82,13.48,81.03,Churn Risk Stage,Retention Campaign,Special Discount Offer
80b758aa7d0e471b4d98c1e107951dac,129.99,9.61,90.39,At Risk Customer,Urgent Retention Campaign,5.29,7.02,90.39,Churn Risk Stage,Retention Campaign,Special Discount Offer
80bb15d88f363a573f980d2ba9cc7630,47.9,14.56,85.44,At Risk Customer,Urgent Retention Campaign,7.46,10.3,85.44,Churn Risk Stage,Retention Campaign,Special Discount Offer
80bb27c7c16e8f973207a5086ab329e2,147.9,16.16,83.84,VIP Customer,VIP Loyalty Benefits,8.63,11.64,83.84,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80be5593177c5863d92b84a8b3e2361e,29.0,20.33,79.67,Inactive Customer,Win-Back Campaign,10.27,14.29,79.67,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80be897c79f653010ca4bd4eb7d76907,0.0,18.01,81.99,At Risk Customer,Urgent Retention Campaign,9.01,12.61,81.99,Churn Risk Stage,Retention Campaign,Special Discount Offer
80bff05b9ce184fe66fe49a8a2b2eac6,89.99,23.16,76.84,Inactive Customer,Win-Back Campaign,11.91,16.41,76.84,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80c005e764b7eb039df094f0c3e22c70,59.9,28.34,71.66,Inactive Customer,Win-Back Campaign,14.39,19.97,71.66,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80c1a041f22f3968d1994c3fdfc1cee5,110.0,15.38,84.62,At Risk Customer,Urgent Retention Campaign,8.1,11.01,84.62,Churn Risk Stage,Retention Campaign,Special Discount Offer
80c2334deef4193946c85f731297850a,348.0,24.32,75.68,VIP Customer,VIP Loyalty Benefits,13.45,17.8,75.68,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80c5b9b83b2dfd1f26acbc23f0af5eb5,87.8,26.52,73.48,Inactive Customer,Win-Back Campaign,13.59,18.76,73.48,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80c6ab2466117fe4a6decb295da95f15,15.33,15.65,84.35,At Risk Customer,Urgent Retention Campaign,7.88,10.99,84.35,Churn Risk Stage,Retention Campaign,Special Discount Offer
80c773655fa343cb673e7d59e7c8bd4e,29.9,24.57,75.43,Inactive Customer,Win-Back Campaign,12.4,17.27,75.43,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80c7e517a93815d31d9c3e679d99e823,150.0,28.27,71.73,VIP Customer,VIP Loyalty Benefits,14.69,20.12,71.73,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80c90ad8b349c3d26dc554492c280448,679.0,27.55,72.45,VIP Customer,VIP Loyalty Benefits,16.3,20.8,72.45,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80c9360aabd15ede059a81021be4ee54,84.99,24.97,75.03,Inactive Customer,Win-Back Campaign,12.8,17.67,75.03,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80cb3279f02a1f700c908ab272ca2223,0.0,26.5,73.5,Inactive Customer,Win-Back Campaign,13.25,18.55,73.5,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80ccb5797e29b2e467fcc6699da2d17d,113.0,23.09,76.91,Inactive Customer,Win-Back Campaign,11.97,16.42,76.91,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80ceb93ce82442cfa24d160d6a41f911,0.0,23.54,76.46,Inactive Customer,Win-Back Campaign,11.77,16.48,76.46,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80cf125ba305d9eeba4ba093f8804b21,49.96,14.31,85.69,At Risk Customer,Urgent Retention Campaign,7.34,10.13,85.69,Churn Risk Stage,Retention Campaign,Special Discount Offer
80cf70676e5509da899a6a56057eac55,122.99,24.61,75.39,Inactive Customer,Win-Back Campaign,12.76,17.5,75.39,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80cf7e81465582a9819c70287e1e7ac7,0.0,23.28,76.72,Inactive Customer,Win-Back Campaign,11.64,16.3,76.72,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80cfc1c16082dcb5bab658bc44bac0d9,178.0,16.05,83.95,VIP Customer,VIP Loyalty Benefits,8.69,11.63,83.95,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
80cff258fddef943a2a7fa6070960fbe,15.0,21.39,78.61,Inactive Customer,Win-Back Campaign,10.75,15.01,78.61,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80d031e530823c89fb5538142b66d36a,0.0,12.0,88.0,At Risk Customer,Urgent Retention Campaign,6.0,8.4,88.0,Churn Risk Stage,Retention Campaign,Special Discount Offer
80d1acba72cc1dd62e91c5858bed0ef2,0.0,21.99,78.01,Inactive Customer,Win-Back Campaign,11.0,15.4,78.01,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80d229e87da02e1ccb5b8f7697c823ea,89.9,12.61,87.39,At Risk Customer,Urgent Retention Campaign,6.64,9.03,87.39,Churn Risk Stage,Retention Campaign,Special Discount Offer
80d460e4258f3b9c73d76a07e7e43164,68.0,26.23,73.77,Inactive Customer,Win-Back Campaign,13.37,18.51,73.77,Churn Risk Stage,Win Back Campaign,Special Discount Offer
80d5413a86f18286a10c4457db5566b1,99.99,10.7,89.3,At Risk Customer,Urgent Retention Campaign,5.72,7.71,89.3,Churn Risk Stage,Retention Campaign,Special Discount Offer
